                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                 1.5423,                 1.0873,                  1.579,                0.74748,                0.56652,                0.61548,                0.31633,                 1.3555,                 1.0443,                 1.5922,             0.00073579,             0.00073579,             0.00073579
                     51,                 1.4573,                  1.074,                  1.592,                 0.6836,                0.54407,                 0.6004,                0.31707,                 1.3804,                 1.0478,                 1.6302,             0.00072164,             0.00072164,             0.00072164
                     52,                 1.4493,                   1.05,                 1.5602,                0.58094,                0.54125,                0.59787,                0.32728,                 1.3722,                 1.0287,                 1.6323,              0.0007075,              0.0007075,              0.0007075
                     53,                 1.5199,                 1.0856,                 1.6614,                0.57189,                0.53838,                0.60247,                0.32889,                 1.3375,                0.99641,                 1.6113,             0.00069335,             0.00069335,             0.00069335
                     54,                  1.434,                 1.0532,                 1.6389,                0.64432,                0.48842,                0.62436,                   0.35,                 1.3066,                0.97776,                 1.5844,              0.0006792,              0.0006792,              0.0006792
                     55,                 1.4223,                 1.0013,                 1.5609,                0.64688,                0.56435,                0.63611,                0.35671,                 1.3064,                0.97051,                 1.5819,             0.00066506,             0.00066506,             0.00066506
                     56,                 1.3773,                 1.0282,                 1.5831,                0.68412,                0.56103,                0.64765,                0.35995,                 1.3143,                0.96137,                 1.5796,             0.00065091,             0.00065091,             0.00065091
                     57,                  1.398,                 1.0178,                 1.6435,                0.70389,                0.58403,                0.64895,                0.34516,                 1.3199,                0.95868,                 1.5747,             0.00063676,             0.00063676,             0.00063676
                     58,                 1.4361,                 1.0532,                 1.6655,                0.85371,                0.52783,                  0.653,                0.33925,                 1.3221,                0.95294,                 1.5691,             0.00062262,             0.00062262,             0.00062262
                     59,                 1.4113,                0.99201,                 1.5565,                0.72342,                0.60288,                0.65168,                0.33834,                 1.3037,                 0.9487,                 1.5597,             0.00060847,             0.00060847,             0.00060847
                     60,                 1.3979,                 1.0301,                 1.5846,                0.80386,                0.60778,                0.66825,                0.36761,                 1.2788,                0.94419,                 1.5527,             0.00059432,             0.00059432,             0.00059432
                     61,                  1.405,                 1.0192,                 1.5693,                0.79356,                0.62656,                0.66677,                0.37424,                 1.2634,                0.94025,                 1.5497,             0.00058017,             0.00058017,             0.00058017
                     62,                  1.384,                 1.0288,                 1.5541,                0.75122,                 0.6467,                0.67904,                0.38167,                 1.2582,                0.94056,                 1.5508,             0.00056603,             0.00056603,             0.00056603
                     63,                 1.4308,                 1.0761,                 1.6385,                0.71485,                0.65519,                0.67876,                0.38374,                 1.2512,                 0.9387,                 1.5435,             0.00055188,             0.00055188,             0.00055188
                     64,                 1.4034,                 1.0073,                 1.5729,                0.71065,                0.67117,                0.67809,                0.38145,                 1.2455,                 0.9313,                 1.5346,             0.00053773,             0.00053773,             0.00053773
                     65,                 1.4525,                 0.9956,                 1.5383,                0.70872,                0.67411,                0.67521,                0.38446,                 1.2452,                0.92441,                 1.5347,             0.00052359,             0.00052359,             0.00052359
                     66,                 1.4233,                 1.0145,                 1.5346,                 0.7136,                0.67662,                0.67857,                0.39109,                 1.2447,                0.91721,                  1.541,             0.00050944,             0.00050944,             0.00050944
                     67,                 1.4206,                0.97201,                 1.5201,                0.73097,                0.67498,                0.68494,                0.40544,                 1.2651,                0.91714,                 1.5647,             0.00049529,             0.00049529,             0.00049529
                     68,                 1.3755,                 1.0985,                 1.5581,                0.74411,                0.65505,                0.68372,                0.40423,                 1.2998,                0.92752,                 1.6017,             0.00048114,             0.00048114,             0.00048114
                     69,                 1.4077,                 1.0254,                 1.5891,                0.81605,                0.64541,                0.68654,                0.40511,                 1.3148,                0.92843,                 1.6176,               0.000467,               0.000467,               0.000467
                     70,                 1.3964,                 1.0345,                 1.5965,                0.82782,                 0.6226,                0.68579,                0.41259,                 1.2925,                 0.9134,                 1.5972,             0.00045285,             0.00045285,             0.00045285
                     71,                 1.3395,                0.97306,                 1.5458,                0.81936,                0.60747,                0.69052,                0.41862,                 1.2495,                0.89442,                 1.5578,              0.0004387,              0.0004387,              0.0004387
                     72,                 1.3565,                0.97601,                 1.5478,                0.76737,                0.62275,                 0.6952,                0.43129,                 1.2232,                0.87996,                 1.5301,             0.00042456,             0.00042456,             0.00042456
                     73,                 1.3595,                 0.9637,                 1.5395,                0.74232,                0.62186,                0.69629,                0.43541,                 1.2139,                0.87308,                 1.5212,             0.00041041,             0.00041041,             0.00041041
                     74,                  1.362,                0.97548,                 1.5639,                 0.7325,                0.61906,                0.70004,                0.44072,                  1.206,                0.87116,                   1.52,             0.00039626,             0.00039626,             0.00039626
                     75,                 1.3983,                 1.0041,                 1.5729,                0.72451,                0.60841,                0.69992,                0.44365,                 1.1997,                0.87278,                 1.5185,             0.00038211,             0.00038211,             0.00038211
                     76,                  1.373,                0.99539,                 1.5209,                0.68404,                0.61971,                0.70278,                0.44444,                 1.2017,                0.87529,                 1.5241,             0.00036797,             0.00036797,             0.00036797
                     77,                 1.3801,                  1.038,                 1.6198,                0.70756,                0.60749,                0.70501,                 0.4491,                  1.206,                0.87815,                 1.5293,             0.00035382,             0.00035382,             0.00035382
                     78,                 1.3385,                0.93902,                 1.5961,                0.70871,                0.60799,                0.70572,                0.44502,                 1.1948,                0.87312,                  1.519,             0.00033967,             0.00033967,             0.00033967
                     79,                 1.3626,                 1.0869,                 1.6503,                0.67095,                0.61729,                0.70214,                0.44713,                 1.1812,                0.86478,                 1.5034,             0.00032553,             0.00032553,             0.00032553
                     80,                  1.371,                 1.0277,                 1.5867,                0.64943,                 0.6341,                0.70127,                0.44829,                 1.1719,                0.85618,                 1.4949,             0.00031138,             0.00031138,             0.00031138
                     81,                 1.3383,                0.95719,                 1.5251,                0.66084,                0.62541,                0.70374,                0.45268,                 1.1662,                0.84966,                 1.4913,             0.00029723,             0.00029723,             0.00029723
                     82,                 1.3371,                0.97746,                 1.5277,                0.66854,                0.62844,                0.70455,                0.45158,                 1.1646,                0.84624,                 1.4909,             0.00028308,             0.00028308,             0.00028308
                     83,                 1.3171,                0.89486,                 1.5877,                0.67266,                0.62617,                0.70716,                0.45399,                 1.1639,                0.84116,                 1.4885,             0.00026894,             0.00026894,             0.00026894
                     84,                 1.3305,                0.95072,                 1.5205,                0.66702,                0.63025,                0.70389,                0.45396,                 1.1592,                0.83389,                 1.4815,             0.00025479,             0.00025479,             0.00025479
                     85,                 1.3769,                  1.061,                  1.582,                0.66904,                0.62902,                0.70718,                0.45818,                 1.1582,                0.82835,                 1.4788,             0.00024064,             0.00024064,             0.00024064
                     86,                 1.2925,                0.94752,                 1.5838,                 0.6869,                0.61549,                0.70682,                0.46036,                 1.1561,                0.82211,                 1.4757,              0.0002265,              0.0002265,              0.0002265
                     87,                 1.3406,                0.94875,                 1.5167,                0.69441,                0.62421,                0.70826,                0.45874,                 1.1537,                0.81615,                 1.4718,             0.00021235,             0.00021235,             0.00021235
                     88,                  1.318,                0.89815,                 1.5156,                0.71562,                0.61804,                0.71403,                0.45845,                 1.1526,                0.81374,                 1.4721,              0.0001982,              0.0001982,              0.0001982
                     89,                 1.3226,                0.94263,                 1.4978,                0.79116,                 0.6046,                0.71536,                 0.4599,                 1.1528,                0.81241,                 1.4738,             0.00018406,             0.00018406,             0.00018406
                     90,                 1.2825,                0.91659,                  1.552,                0.82165,                0.60327,                0.71623,                0.45536,                 1.1526,                 0.8093,                  1.474,             0.00016991,             0.00016991,             0.00016991
                     91,                 1.3481,                  1.048,                 1.7116,                0.83631,                0.60466,                0.71571,                0.45488,                 1.1532,                0.80951,                 1.4754,             0.00015576,             0.00015576,             0.00015576
                     92,                 1.2499,                 1.0203,                 1.4785,                0.80296,                0.61705,                0.71529,                0.45486,                 1.1516,                0.80744,                 1.4726,             0.00014161,             0.00014161,             0.00014161
                     93,                 1.2406,                0.91953,                 1.5477,                0.84409,                0.60249,                0.72086,                0.46658,                 1.1494,                0.80586,                  1.469,             0.00012747,             0.00012747,             0.00012747
                     94,                 1.2761,                0.99863,                 1.5478,                0.84967,                0.59854,                 0.7206,                0.46314,                 1.1478,                0.80416,                 1.4647,             0.00011332,             0.00011332,             0.00011332
                     95,                 1.2772,                 1.0208,                 1.5705,                0.86879,                0.59743,                0.71456,                0.45869,                 1.1481,                0.80513,                 1.4624,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     96,                 1.2566,                0.95969,                 1.4947,                0.86636,                0.59692,                0.72016,                0.46101,                 1.1483,                0.80455,                 1.4595,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     97,                 1.2904,                0.94141,                 1.6107,                0.87492,                0.59717,                0.72008,                0.46381,                 1.1493,                0.80529,                 1.4591,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     98,                 1.2638,                0.98032,                 1.5442,                0.89673,                0.59472,                0.72099,                0.46396,                 1.1501,                0.80603,                 1.4581,             5.6731e-05,             5.6731e-05,             5.6731e-05
                     99,                 1.2981,                0.95107,                 1.5847,                  0.889,                0.59966,                0.72034,                0.46245,                 1.1493,                0.80766,                 1.4589,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    100,                 1.2947,                  1.076,                 1.5729,                0.87625,                  0.606,                  0.714,                0.45323,                 1.1482,                0.80944,                 1.4584,             2.8437e-05,             2.8437e-05,             2.8437e-05
